calendar_month,realized_cpr,realized_smm,vintage_year,market_mortgage_rate_30y,rate_regime
2025-08-01,0.05890024,0.00504607,2019,6.5875,High Market Rate
2025-09-01,0.05972739,0.00511897,2019,6.3525,High Market Rate
2025-10-01,0.06275706,0.0053865,2019,6.254,High Market Rate
2025-11-01,0.04604584,0.0039206,2019,6.2375,High Market Rate
2025-12-01,0.05600343,0.00479121,2019,6.1899999999999995,High Market Rate
2026-01-01,0.0473355,0.00403289,2019,6.1025,Mid Market Rate
2026-02-01,0.04791349,0.00408326,2019,6.0475,Mid Market Rate
2026-03-01,0.05226505,0.00446338,2019,6.1775,Mid Market Rate
2020-02-01,0.0,0.0,2020,3.4650000000000003,Low Market Rate
2020-03-01,0.01020405,0.00085434,2020,3.45,Low Market Rate
2020-04-01,0.01630664,0.00136915,2020,3.306,Low Market Rate
2020-05-01,0.03049429,0.00257742,2020,3.2325,Low Market Rate
2020-06-01,0.05184872,0.00442694,2020,3.1625,Low Market Rate
2020-07-01,0.11297062,0.00994003,2020,3.016,Low Market Rate
2020-08-01,0.13539282,0.01205014,2020,2.935,Low Market Rate
2020-09-01,0.18917418,0.01732336,2020,2.89,Low Market Rate
2020-10-01,0.21192121,0.01965079,2020,2.834,Low Market Rate
2020-11-01,0.19950397,0.01837277,2020,2.765,Low Market Rate
2020-12-01,0.21826724,0.02031109,2020,2.684,Low Market Rate
2021-01-01,0.19997984,0.01842141,2020,2.735,Low Market Rate
2021-02-01,0.21203121,0.01966219,2020,2.81,Low Market Rate
2021-03-01,0.25235379,0.02394413,2020,3.0825,Low Market Rate
2021-04-01,0.17930094,0.01633173,2020,3.06,Low Market Rate
2021-05-01,0.15061498,0.01351145,2020,2.9625,Low Market Rate
2021-06-01,0.18840515,0.01724573,2020,2.975,Low Market Rate
2021-07-01,0.1736169,0.0157658,2020,2.868,Low Market Rate
2021-08-01,0.23175937,0.02173142,2020,2.8425,Low Market Rate
2021-09-01,0.23022196,0.02156842,2020,2.9,Low Market Rate
2021-10-01,0.19278437,0.01768872,2020,3.0675,Low Market Rate
2021-11-01,0.18327338,0.01672939,2020,3.0675,Low Market Rate
2021-12-01,0.16621514,0.01503416,2020,3.098,Low Market Rate
2022-01-01,0.12770297,0.01132087,2020,3.4450000000000003,Low Market Rate
2022-02-01,0.10628767,0.00932057,2020,3.7625,Low Market Rate
2022-03-01,0.11292987,0.00993624,2020,4.172,Mid Market Rate
2022-04-01,0.08771349,0.00762091,2020,4.9825,Mid Market Rate
2022-05-01,0.08402044,0.00728676,2020,5.2299999999999995,Mid Market Rate
2022-06-01,0.0715204,0.00616482,2020,5.522,Mid Market Rate
2022-07-01,0.0625629,0.00536934,2020,5.4125,Mid Market Rate
2022-08-01,0.0674463,0.00580215,2020,5.2225,Mid Market Rate
2022-09-01,0.04799583,0.00409043,2020,6.112,Mid Market Rate
2022-10-01,0.05506137,0.00470849,2020,6.9,High Market Rate
2022-11-01,0.033347,0.00282232,2020,6.805,High Market Rate
2022-12-01,0.02792048,0.00235702,2020,6.364,High Market Rate
2023-01-01,0.0247924,0.00208989,2020,6.2725,High Market Rate
2023-02-01,0.03716866,0.00315144,2020,6.2575,High Market Rate
2023-03-01,0.04734542,0.00403375,2020,6.544,High Market Rate
2023-04-01,0.05131368,0.00438013,2020,6.342499999999999,High Market Rate
2023-05-01,0.04994311,0.00426035,2020,6.425,High Market Rate
2023-06-01,0.05302214,0.00452967,2020,6.714,High Market Rate
2023-07-01,0.04684491,0.00399016,2020,6.84,High Market Rate
2023-08-01,0.04643069,0.00395409,2020,7.072,High Market Rate
2023-09-01,0.04260245,0.00362147,2020,7.2,High Market Rate
2023-10-01,0.04042289,0.00343265,2020,7.62,High Market Rate
2023-11-01,0.0252493,0.00212886,2020,7.442,High Market Rate
2023-12-01,0.02441429,0.00205765,2020,6.815,High Market Rate
2024-01-01,0.02947913,0.00249042,2020,6.6425,High Market Rate
2024-02-01,0.02803903,0.00236716,2020,6.776000000000001,High Market Rate
2024-03-01,0.03811254,0.00323291,2020,6.82,High Market Rate
2024-04-01,0.03918969,0.00332598,2020,6.9925,High Market Rate
2024-05-01,0.04976946,0.00424518,2020,7.06,High Market Rate
2024-06-01,0.04982046,0.00424964,2020,6.9175,High Market Rate
2024-07-01,0.04656848,0.00396609,2020,6.8475,High Market Rate
2024-08-01,0.04839954,0.00412563,2020,6.5,High Market Rate
2024-09-01,0.04623968,0.00393747,2020,6.18,High Market Rate
2024-10-01,0.03668693,0.00310989,2020,6.428,High Market Rate
2024-11-01,0.03916277,0.00332365,2020,6.805,High Market Rate
2024-12-01,0.03850188,0.00326654,2020,6.715,High Market Rate
2025-01-01,0.02824729,0.00238498,2020,6.958,High Market Rate
2025-02-01,0.03405143,0.00288289,2020,6.842499999999999,High Market Rate
2025-03-01,0.0428411,0.00364217,2020,6.65,High Market Rate
2025-04-01,0.04388401,0.00373269,2020,6.725,High Market Rate
2025-05-01,0.04950877,0.00422242,2020,6.816,High Market Rate
2025-06-01,0.04412517,0.00375363,2020,6.8175,High Market Rate
2025-07-01,0.04514072,0.00384188,2020,6.720000000000001,High Market Rate
2025-08-01,0.05452323,0.00466127,2020,6.5875,High Market Rate
2025-09-01,0.03722576,0.00315637,2020,6.3525,High Market Rate
2025-10-01,0.04781456,0.00407463,2020,6.254,High Market Rate
2025-11-01,0.04146977,0.00352329,2020,6.2375,High Market Rate
2025-12-01,0.03908689,0.00331709,2020,6.1899999999999995,High Market Rate
2026-01-01,0.02943091,0.0024863,2020,6.1025,Mid Market Rate
2026-02-01,0.02613813,0.00220472,2020,6.0475,Mid Market Rate
2026-03-01,0.04491823,0.00382254,2020,6.1775,Mid Market Rate
2021-02-01,0.0,0.0,2021,2.81,Low Market Rate
2021-03-01,0.00871585,0.00072924,2021,3.0825,Low Market Rate
2021-04-01,0.02455067,0.00206928,2021,3.06,Low Market Rate
2021-05-01,0.0205296,0.00172711,2021,2.9625,Low Market Rate
2021-06-01,0.02977298,0.0025156,2021,2.975,Low Market Rate
2021-07-01,0.04685448,0.00399099,2021,2.868,Low Market Rate
2021-08-01,0.05627599,0.00481516,2021,2.8425,Low Market Rate
2021-09-01,0.06412976,0.00550798,2021,2.9,Low Market Rate
2021-10-01,0.0598235,0.00512745,2021,3.0675,Low Market Rate
2021-11-01,0.05738005,0.00491224,2021,3.0675,Low Market Rate
2021-12-01,0.06306726,0.00541394,2021,3.098,Low Market Rate
2022-01-01,0.05653737,0.00483813,2021,3.4450000000000003,Low Market Rate
2022-02-01,0.0521034,0.00444923,2021,3.7625,Low Market Rate
2022-03-01,0.05324856,0.00454951,2021,4.172,Mid Market Rate
2022-04-01,0.05804474,0.00497073,2021,4.9825,Mid Market Rate
2022-05-01,0.05678358,0.00485978,2021,5.2299999999999995,Mid Market Rate
2022-06-01,0.06161737,0.00528577,2021,5.522,Mid Market Rate
2022-07-01,0.04441385,0.00377871,2021,5.4125,Mid Market Rate
2022-08-01,0.05134779,0.00438312,2021,5.2225,Mid Market Rate
2022-09-01,0.04150861,0.00352666,2021,6.112,Mid Market Rate
2022-10-01,0.03008289,0.00254215,2021,6.9,High Market Rate
2022-11-01,0.0270881,0.00228586,2021,6.805,High Market Rate
2022-12-01,0.02447721,0.00206302,2021,6.364,High Market Rate
2023-01-01,0.02367493,0.00199465,2021,6.2725,High Market Rate
2023-02-01,0.02471195,0.00208303,2021,6.2575,High Market Rate
2023-03-01,0.03908334,0.00331679,2021,6.544,High Market Rate
2023-04-01,0.03373395,0.00285559,2021,6.342499999999999,High Market Rate
2023-05-01,0.04254225,0.00361625,2021,6.425,High Market Rate
2023-06-01,0.047341,0.00403337,2021,6.714,High Market Rate
2023-07-01,0.0414763,0.00352386,2021,6.84,High Market Rate
2023-08-01,0.04333097,0.00368468,2021,7.072,High Market Rate
2023-09-01,0.03422365,0.00289771,2021,7.2,High Market Rate
2023-10-01,0.03448264,0.00291999,2021,7.62,High Market Rate
2023-11-01,0.02394386,0.00201756,2021,7.442,High Market Rate
2023-12-01,0.0301906,0.00255138,2021,6.815,High Market Rate
2024-01-01,0.02255849,0.0018996,2021,6.6425,High Market Rate
2024-02-01,0.02479123,0.00208979,2021,6.776000000000001,High Market Rate
2024-03-01,0.03578121,0.00303182,2021,6.82,High Market Rate
2024-04-01,0.03712231,0.00314744,2021,6.9925,High Market Rate
2024-05-01,0.0480362,0.00409395,2021,7.06,High Market Rate
2024-06-01,0.04127409,0.00350634,2021,6.9175,High Market Rate
2024-07-01,0.04914476,0.00419065,2021,6.8475,High Market Rate
2024-08-01,0.04693314,0.00399784,2021,6.5,High Market Rate
2024-09-01,0.03711236,0.00314659,2021,6.18,High Market Rate
2024-10-01,0.04512743,0.00384072,2021,6.428,High Market Rate
2024-11-01,0.03460321,0.00293037,2021,6.805,High Market Rate
2024-12-01,0.03785637,0.0032108,2021,6.715,High Market Rate
2025-01-01,0.02587718,0.00218244,2021,6.958,High Market Rate
2025-02-01,0.0288152,0.00243358,2021,6.842499999999999,High Market Rate
2025-03-01,0.03990346,0.0033877,2021,6.65,High Market Rate
2025-04-01,0.0403808,0.003429,2021,6.725,High Market Rate
2025-05-01,0.0485257,0.00413664,2021,6.816,High Market Rate
2025-06-01,0.05314341,0.0045403,2021,6.8175,High Market Rate
2025-07-01,0.05462767,0.00467043,2021,6.720000000000001,High Market Rate
2025-08-01,0.0423005,0.00359529,2021,6.5875,High Market Rate
2025-09-01,0.04184671,0.00355595,2021,6.3525,High Market Rate
2025-10-01,0.0499207,0.00425839,2021,6.254,High Market Rate
2025-11-01,0.0332522,0.00281417,2021,6.2375,High Market Rate
2025-12-01,0.03745751,0.00317637,2021,6.1899999999999995,High Market Rate
2026-01-01,0.02901696,0.00245085,2021,6.1025,Mid Market Rate
2026-02-01,0.02711489,0.00228815,2021,6.0475,Mid Market Rate
2026-03-01,0.04434339,0.00377258,2021,6.1775,Mid Market Rate
2022-02-01,0.0,0.0,2022,3.7625,Low Market Rate
2022-03-01,0.02005323,0.00168666,2022,4.172,Mid Market Rate
2022-04-01,0.02006923,0.00168802,2022,4.9825,Mid Market Rate
2022-05-01,0.028689,0.00242278,2022,5.2299999999999995,Mid Market Rate
2022-06-01,0.02350493,0.00198017,2022,5.522,Mid Market Rate
2022-07-01,0.03331559,0.00281962,2022,5.4125,Mid Market Rate
2022-08-01,0.02939332,0.00248308,2022,5.2225,Mid Market Rate
2022-09-01,0.03015286,0.00254815,2022,6.112,Mid Market Rate
2022-10-01,0.02899471,0.00244894,2022,6.9,High Market Rate
2022-11-01,0.02092109,0.00176037,2022,6.805,High Market Rate
2022-12-01,0.01857321,0.0015611,2022,6.364,High Market Rate
2023-01-01,0.02072928,0.00174407,2022,6.2725,High Market Rate
2023-02-01,0.02422957,0.00204191,2022,6.2575,High Market Rate
2023-03-01,0.0424297,0.00360649,2022,6.544,High Market Rate
2023-04-01,0.03707133,0.00314305,2022,6.342499999999999,High Market Rate
2023-05-01,0.04223169,0.00358932,2022,6.425,High Market Rate
2023-06-01,0.05582147,0.00477523,2022,6.714,High Market Rate
2023-07-01,0.04414574,0.00375542,2022,6.84,High Market Rate
2023-08-01,0.0522977,0.00446623,2022,7.072,High Market Rate
2023-09-01,0.04037257,0.00342829,2022,7.2,High Market Rate
2023-10-01,0.04242482,0.00360607,2022,7.62,High Market Rate
2023-11-01,0.03257971,0.00275638,2022,7.442,High Market Rate
2023-12-01,0.0299757,0.00253297,2022,6.815,High Market Rate
2024-01-01,0.03011845,0.0025452,2022,6.6425,High Market Rate
2024-02-01,0.03735499,0.00316752,2022,6.776000000000001,High Market Rate
2024-03-01,0.04614309,0.00392906,2022,6.82,High Market Rate
2024-04-01,0.05332973,0.00455662,2022,6.9925,High Market Rate
2024-05-01,0.05983712,0.00512865,2022,7.06,High Market Rate
2024-06-01,0.05153899,0.00439984,2022,6.9175,High Market Rate
2024-07-01,0.05894799,0.00505028,2022,6.8475,High Market Rate
2024-08-01,0.06185351,0.00530663,2022,6.5,High Market Rate
2024-09-01,0.05388565,0.00460535,2022,6.18,High Market Rate
2024-10-01,0.07272897,0.00627269,2022,6.428,High Market Rate
2024-11-01,0.05864762,0.00502382,2022,6.805,High Market Rate
2024-12-01,0.05798804,0.00496574,2022,6.715,High Market Rate
2025-01-01,0.04129785,0.0035084,2022,6.958,High Market Rate
2025-02-01,0.04528362,0.0038543,2022,6.842499999999999,High Market Rate
2025-03-01,0.05670218,0.00485262,2022,6.65,High Market Rate
2025-04-01,0.07498994,0.00647484,2022,6.725,High Market Rate
2025-05-01,0.06420232,0.0055144,2022,6.816,High Market Rate
2025-06-01,0.07080772,0.00610128,2022,6.8175,High Market Rate
2025-07-01,0.07674685,0.00663223,2022,6.720000000000001,High Market Rate
2025-08-01,0.07934437,0.00686543,2022,6.5875,High Market Rate
2025-09-01,0.06109697,0.00523981,2022,6.3525,High Market Rate
2025-10-01,0.08656367,0.00751674,2022,6.254,High Market Rate
2025-11-01,0.06429326,0.00552246,2022,6.2375,High Market Rate
2025-12-01,0.07473092,0.00645166,2022,6.1899999999999995,High Market Rate
2026-01-01,0.05455735,0.00466426,2022,6.1025,Mid Market Rate
2026-02-01,0.06737582,0.00579589,2022,6.0475,Mid Market Rate
2026-03-01,0.09000342,0.00782873,2022,6.1775,Mid Market Rate
